maker_model,body_type,type,seat,door,mileage,non_smoker_vehicle,power,gearbox,engine_size,fuel_type,emission_classe,colour,upholstery_colour,upholstery,price (€),car_age,inspection_interval
414,12,5,5,5,14431,1,225,0,1991,16,5,1,1,2,45845,2,0
72,3,5,4,3,22984,1,135,0,1998,21,8,7,4,0,34490,2,-1
117,8,5,5,4,46103,1,141,0,1998,11,6,7,1,3,32999,4,0
88,3,5,4,3,105000,1,190,0,2993,3,5,1,0,1,25990,9,-1
27,12,5,5,4,89050,1,210,0,2967,3,8,2,1,1,47990,4,0
35,8,2,5,5,18721,1,120,0,1968,4,5,1,1,1,67500,1,0
95,13,5,5,5,94933,0,185,0,1998,20,5,1,1,1,29980,4,-1
688,13,5,5,5,17790,1,110,0,1498,20,7,1,4,0,26680,2,0
117,8,3,5,5,1,1,100,0,1499,21,5,8,1,3,51120,1,0
23,12,5,5,4,88822,1,135,0,1968,4,5,7,1,1,22880,9,0
687,12,5,5,4,45115,1,70,1,999,11,7,12,1,0,15950,2,0
344,8,4,5,5,50,1,135,0,1998,10,8,12,3,1,44390,0,0
120,8,5,5,4,69390,1,140,0,1995,3,6,1,1,3,38499,4,0
366,12,5,5,4,80000,1,100,0,1499,10,5,1,1,3,23999,5,0
316,8,5,5,4,63000,1,97,1,1591,16,4,1,1,0,14980,8,0
72,3,2,4,3,24480,1,135,0,1998,20,8,12,4,0,33990,2,-1
226,10,4,9,4,10,0,96,1,1995,4,7,10,1,0,49950,0,0
770,2,5,5,5,57390,1,55,1,999,20,5,12,1,0,14950,5,-1
795,8,1,5,5,92500,1,176,0,1968,4,5,12,1,0,31660,5,0
228,12,5,5,4,60325,1,110,0,1498,16,5,12,4,0,18990,6,0
434,13,5,5,5,69000,1,270,0,2996,20,5,1,1,3,39990,6,0
33,8,5,5,5,108700,1,135,0,1968,4,5,1,1,1,26880,5,0
124,8,5,5,4,112735,1,195,0,2993,3,6,1,3,1,55999,4,0
602,12,5,5,5,17195,1,74,0,1199,25,7,7,1,0,18290,3,0
64,12,5,5,5,12886,0,100,0,1499,21,7,12,5,0,27390,2,0
321,8,4,5,5,20,1,150,0,1591,25,7,10,1,1,34490,1,-2
122,8,5,5,4,82012,1,195,0,2993,4,8,1,1,1,49880,3,0
327,8,1,7,4,3010,1,294,0,2996,16,8,1,4,1,105999,0,0
671,18,5,5,4,100000,1,81,0,1461,3,5,1,1,3,17999,6,-1
595,12,5,4,3,49998,1,64,1,1398,25,5,8,1,1,10490,7,0
95,12,5,5,4,85011,1,135,0,1998,21,8,4,1,1,33950,4,0
464,12,5,5,5,100820,1,220,0,1991,20,8,1,1,1,38700,4,0
8,8,5,5,5,85500,1,154,0,2143,4,5,2,1,1,27280,6,0
583,2,5,5,4,72000,1,59,1,1198,16,5,12,1,0,9850,6,0
80,13,5,5,4,37696,1,140,0,1995,3,6,7,1,5,39499,3,0
26,3,5,4,2,72993,1,140,0,1968,4,5,7,1,1,42750,3,0
179,8,1,5,5,15414,1,228,0,1984,21,8,1,1,3,43490,1,0
802,12,5,4,3,43300,1,66,1,999,20,5,2,1,0,11490,7,-1
557,18,5,7,4,77163,1,140,0,2143,3,5,7,1,1,57990,6,0
770,2,5,5,5,9513,1,81,0,999,21,7,12,1,0,24497,1,-2
87,4,5,4,2,30000,1,140,0,1995,4,5,1,1,5,32420,4,0
462,13,5,5,5,26435,1,155,0,1991,10,7,7,1,2,47875,2,0
754,12,5,5,5,34000,0,180,0,1984,11,7,7,1,1,34970,2,0
330,8,1,5,4,14900,1,375,0,2996,10,7,1,1,1,248888,0,0
752,12,5,5,4,27990,1,81,1,999,16,7,7,1,0,20450,2,0
102,3,5,4,2,27277,1,330,0,4395,16,5,12,1,1,57880,5,0
83,4,5,4,2,104997,1,200,0,2996,11,3,7,1,1,20999,14,0
242,12,5,5,5,73853,0,121,1,1498,16,8,1,1,3,20950,5,0
770,2,5,5,5,10935,1,70,1,999,21,7,2,1,0,21997,1,-2
598,13,5,5,5,8949,1,77,1,999,21,8,10,1,0,16985,4,0
80,13,5,5,5,50000,0,140,0,1995,4,8,1,1,1,37700,3,0
752,12,5,5,4,80000,1,110,1,1498,16,5,7,1,0,17999,6,-1
504,8,5,5,5,60600,1,200,0,2925,4,5,1,1,1,69900,4,-1
652,4,5,2,2,29800,1,294,0,3995,16,5,10,1,5,99690,2,0
758,13,5,5,5,100000,0,110,0,1968,4,7,12,1,5,21580,3,-2
752,12,5,5,4,8539,1,96,1,1498,16,5,1,1,4,25890,1,0
401,10,5,6,2,1400,1,120,0,1950,4,5,2,1,2,46880,1,0
127,8,1,5,5,4190,1,460,0,4395,20,5,2,5,1,139989,0,-3
401,9,5,3,5,187206,0,140,0,2987,4,5,1,1,0,32725,7,0
32,8,5,5,5,8756,1,110,0,1498,26,7,1,1,0,29490,2,-1
124,8,5,5,4,265000,1,173,0,2993,3,3,7,1,1,10995,15,0
662,18,5,2,4,10548,1,55,1,1461,4,8,7,1,3,19848,2,0
188,2,3,5,4,0,0,74,1,999,13,7,7,1,0,19490,1,0
332,8,5,5,4,150000,1,190,0,2993,3,4,7,1,1,22990,10,0
464,12,5,5,4,116200,1,190,0,2987,4,5,9,1,1,33840,7,0
694,2,5,5,4,148000,1,40,1,1198,16,3,10,1,0,2700,17,-1
272,8,1,5,5,15000,1,225,0,1968,10,5,7,5,1,59690,1,-2
816,8,5,7,5,99987,1,173,0,1969,4,5,7,1,1,51680,4,0
651,8,5,5,5,36200,1,340,0,2995,10,5,7,1,3,102890,2,0
124,8,1,5,5,4004,1,210,0,2993,4,5,12,3,1,90989,0,0
795,8,5,5,5,100000,1,110,0,1968,4,8,1,1,0,24700,4,-1
412,12,5,5,4,9000,1,140,0,1950,3,7,1,1,5,36800,1,0
688,12,1,5,5,1,1,110,1,1498,21,5,12,1,0,30990,1,0
656,10,4,3,5,100,0,100,1,2299,4,7,12,1,0,36350,1,-1
411,12,5,5,5,3607,1,120,1,1332,16,8,10,1,3,25950,5,0
602,2,5,5,4,144000,1,66,1,1398,11,5,10,1,0,7850,7,0
155,10,5,3,5,2155,0,103,1,2229,4,8,12,1,0,36850,0,0
505,8,5,5,4,86641,1,245,0,2996,16,5,7,1,1,43880,6,0
585,8,5,4,2,29000,0,120,1,2299,3,5,10,1,0,28999,5,-1
438,4,5,5,5,24021,1,100,0,1332,21,7,12,1,3,32890,2,-1
496,8,5,5,4,64154,1,155,0,1991,16,8,1,1,1,35880,4,0
265,12,5,5,4,114659,1,66,1,1198,16,3,11,0,2,5250,14,0
245,8,2,5,5,25,1,92,0,1000,21,7,1,1,0,25890,1,-2
79,13,5,5,5,69018,0,115,0,1998,21,7,1,5,0,26890,3,0
788,18,5,5,4,100,1,110,0,1968,3,7,12,1,0,72950,0,-3
237,18,5,7,5,47219,1,140,0,1995,4,7,1,4,0,29900,5,0
797,8,5,5,5,43700,0,310,0,3956,4,7,7,1,1,79960,4,0
157,18,5,5,5,94662,0,96,0,1499,4,8,7,1,0,24450,5,0
479,8,5,5,4,190851,1,158,0,3199,11,5,10,1,0,41490,26,0
743,10,1,5,5,10000,1,150,0,1968,10,7,12,1,0,75850,1,-2
113,12,1,5,4,20250,1,460,0,4395,21,7,1,1,1,127489,1,-2
28,13,5,5,5,69372,1,235,0,2967,4,5,1,1,1,41728,5,0
605,8,2,5,5,7920,1,96,1,1199,26,7,1,1,0,20490,1,0
760,12,5,5,4,16750,0,150,0,1968,10,7,7,4,0,30444,3,0
798,18,5,5,5,119200,1,85,1,1968,4,5,7,1,0,17980,3,0
55,8,5,7,4,80000,1,320,0,3956,3,5,1,1,1,69990,4,0
745,13,5,5,5,52610,0,140,0,1984,20,7,12,1,4,40945,2,-1
24,13,5,5,4,71000,1,140,0,1984,11,8,1,1,0,35990,4,0
392,12,5,5,4,113000,1,112,0,2261,11,3,10,5,1,5999,16,0
760,12,5,5,5,25500,1,150,0,0,10,7,12,1,0,29500,3,0
656,10,4,3,5,10,0,100,1,2299,4,7,12,1,0,36350,0,0
236,13,5,5,4,164571,1,120,0,1997,3,4,2,1,3,9500,11,-1
752,13,5,5,5,6374,1,96,1,1498,20,8,1,1,0,26980,1,0
425,13,5,5,4,112031,1,118,0,1597,3,5,1,1,0,19299,5,0
32,8,5,5,4,50000,1,110,1,1395,16,5,1,1,3,22990,6,0
752,12,3,5,5,10,1,96,1,1968,20,7,12,5,2,36984,1,0
331,8,5,5,4,32078,1,132,0,1498,4,8,1,1,1,38880,4,0
581,8,5,5,5,86100,1,86,0,1598,11,5,1,1,1,16490,5,0
117,8,2,5,5,13803,0,110,0,1995,4,5,10,5,0,36980,1,-2
126,8,5,5,4,152296,1,225,0,2979,11,5,1,1,1,36000,9,0
602,2,5,5,3,46615,1,74,1,1364,25,8,12,1,0,12990,4,-1
441,13,5,5,4,44000,1,165,0,1991,16,8,1,1,5,34999,4,-1
608,13,5,5,5,58026,1,128,0,1995,4,7,1,1,3,21860,2,0
375,12,5,4,2,29327,1,170,0,1998,20,8,9,1,0,31990,3,0
760,12,5,5,5,16600,1,150,0,0,10,7,10,1,0,31990,2,0
684,18,5,5,5,12133,1,70,1,999,20,7,2,1,0,20394,1,0
124,8,5,5,4,56826,1,195,0,2993,3,6,1,1,1,60999,4,-1
722,8,5,5,5,18500,1,95,1,1373,10,8,10,1,3,20057,2,0
228,18,5,5,4,200000,1,85,1,1560,3,4,2,1,0,5780,12,0
26,4,2,5,5,6778,1,150,0,1968,4,7,2,1,0,47990,1,-2
143,12,5,5,4,80000,1,307,0,2997,16,5,1,1,1,37880,5,0
430,13,5,5,5,31000,1,155,0,1991,10,7,1,1,0,33835,3,0
71,18,5,7,5,99987,1,110,0,1995,4,5,1,1,0,23880,5,0
416,4,5,5,5,46550,1,470,0,3982,21,5,12,1,1,114900,4,-1
30,12,5,5,4,73842,1,210,0,2967,3,8,1,1,1,53900,5,-1
602,12,5,5,5,1994,1,74,0,1199,20,7,8,1,0,19490,3,0
308,13,2,5,5,1000,1,100,0,1598,4,7,9,1,3,35950,0,-1
91,13,5,5,4,33086,1,140,0,1995,3,6,1,1,5,35999,4,0
492,8,5,5,4,45000,1,140,0,1950,3,7,2,1,5,42990,2,0
274,8,5,7,4,150000,0,145,0,2199,3,4,9,1,1,18985,8,0
23,12,5,5,4,29800,1,135,0,1968,4,5,2,1,1,24880,6,0
54,8,5,5,5,31025,1,251,0,2967,4,7,1,1,1,74990,2,0
166,8,5,5,5,73556,0,165,0,1596,10,7,12,4,3,30440,2,0
702,13,5,5,4,87000,0,140,1,1968,3,5,1,1,0,19880,6,-1
795,8,5,5,5,42000,0,176,0,1968,4,5,2,1,0,33470,5,0
184,8,5,5,4,133262,1,81,1,1461,3,4,1,1,1,7990,11,-2
120,8,2,5,5,21024,0,140,0,1995,4,5,12,5,1,59490,1,-2
241,8,1,5,5,10000,1,140,0,1998,3,5,1,1,1,35990,1,0
438,13,5,5,5,48805,1,85,0,1461,4,8,1,1,3,28950,3,0
610,12,5,5,4,117132,1,92,1,1796,16,3,10,4,0,4990,16,0
80,12,5,5,4,125000,1,135,1,1995,4,4,9,1,0,12880,11,0
697,8,5,5,5,79000,0,176,0,1968,4,7,2,1,5,38970,4,0
218,12,5,5,2,169600,0,88,1,1368,18,3,12,1,0,3990,15,0
816,8,5,5,4,81059,1,173,0,1969,4,8,7,1,1,50880,3,0
687,12,5,5,4,46550,0,70,1,999,20,8,10,1,2,14980,4,-1
401,8,5,5,5,50,1,430,0,3982,20,5,1,1,1,229880,1,0
401,9,5,5,5,138226,0,120,1,2143,4,5,12,1,0,34391,4,0
81,13,5,5,4,221450,0,141,0,2494,16,5,1,1,1,2950,22,0
27,13,5,5,5,69000,0,170,0,2967,4,7,1,1,1,40560,4,0
743,10,2,3,5,100,0,103,1,1968,4,5,12,5,0,50980,0,0
23,12,5,5,4,9666,1,110,0,1968,4,5,9,5,3,34470,2,-1
611,8,5,5,4,25900,0,81,1,1499,3,7,7,4,3,22650,2,0
770,12,5,5,5,20190,1,70,0,999,21,7,1,1,0,19890,2,-1
768,13,5,5,4,41850,0,110,0,1968,3,5,1,1,0,27500,4,-1
795,8,5,5,5,70600,0,132,0,1984,21,5,2,1,5,26970,5,0
795,8,5,5,5,67300,0,140,0,1968,4,5,7,1,1,33970,4,0
726,8,2,5,5,1614,1,378,0,1968,10,5,12,1,1,53990,1,-1
793,18,5,7,5,1000,0,110,0,1968,4,7,3,1,0,67970,1,0
26,4,5,5,4,115000,1,210,0,2967,4,8,7,1,1,31820,4,0
752,12,5,5,5,49041,1,110,1,1968,4,5,7,1,3,17999,6,0
35,8,5,5,5,14039,1,150,0,2000,4,7,7,1,1,50890,1,-2
321,8,4,5,5,1500,0,118,0,1482,20,5,12,1,2,32490,0,0
794,8,3,5,5,8,1,81,0,999,20,7,10,1,0,32890,1,0
319,8,1,5,5,14450,1,74,1,998,25,7,2,1,0,19950,1,-1
136,8,1,5,5,9900,0,240,0,0,10,5,1,5,0,72700,1,-2
774,8,5,5,5,13602,1,81,0,1000,21,7,7,1,0,24890,2,-1
27,12,5,5,4,79100,1,200,0,2967,4,5,7,1,1,29880,5,0
456,13,5,5,4,80000,1,135,0,1991,16,5,10,4,1,23999,9,0
315,8,5,5,5,141602,1,145,0,2199,4,4,9,1,1,16490,11,-1
514,8,5,5,5,141900,1,170,0,2996,20,4,10,1,0,16488,14,-1
774,8,5,5,5,13500,1,110,0,1498,20,7,7,1,0,26990,1,-2
97,13,5,5,5,46500,1,235,0,2993,4,5,1,1,1,45445,3,0
279,12,5,5,5,43357,1,103,0,1353,21,7,7,4,0,19900,4,0
36,8,5,5,5,93390,1,170,0,2967,4,8,7,1,3,52890,4,-1
745,13,5,5,5,16400,1,235,0,1984,29,7,1,1,1,49500,2,0
752,12,5,5,4,119000,1,180,0,1984,16,5,10,4,2,24990,5,-1
695,8,5,5,4,48000,1,110,0,1498,11,7,1,1,5,21990,3,0
330,8,1,5,4,1010,1,390,0,4395,16,8,2,0,0,259999,0,0
697,8,3,5,5,10,1,110,0,1968,4,7,1,5,0,50300,1,0
602,2,5,5,5,10,0,74,0,1199,26,7,1,1,3,25750,0,0
768,13,5,5,4,89590,0,110,0,1968,4,8,1,1,2,23880,3,-2
608,12,5,5,5,75000,1,128,0,1995,4,7,1,1,3,19260,2,0
745,13,5,5,5,30900,1,147,0,1968,4,7,7,1,4,42830,2,-1
702,13,5,5,5,105759,1,140,0,1968,4,8,1,1,0,23700,4,-1
594,10,5,2,4,44472,0,55,1,1499,4,8,12,1,0,12850,5,0
589,8,4,5,5,15,1,140,0,1497,10,5,9,1,0,35990,0,-3
752,12,5,5,5,33,1,85,1,1968,4,8,1,1,0,30690,1,0
23,12,5,5,4,33650,1,110,1,1498,16,8,1,1,0,18950,4,0
553,17,5,3,5,163234,0,120,1,2143,4,5,12,1,0,35105,5,-1
611,8,5,5,5,10714,1,96,1,1199,16,7,1,1,0,22880,2,-1
430,12,1,5,4,3000,1,150,0,1999,25,5,7,1,2,61970,1,0
608,12,5,5,5,59160,1,128,0,1995,4,7,4,1,3,19680,2,0
425,13,5,5,5,116384,1,118,0,1597,4,8,10,1,3,23700,4,-1
787,18,4,3,4,10,1,81,1,1968,4,7,12,1,0,36850,1,0
604,8,5,5,5,40965,1,96,1,1199,16,7,8,1,0,16480,2,0
513,8,5,5,5,109140,1,150,0,2143,3,5,1,0,1,22990,9,0
60,8,5,5,5,31032,1,265,0,1968,10,5,7,1,1,58990,4,-1
671,18,5,5,4,292000,1,83,1,1598,20,3,2,1,0,490,20,0
166,8,5,5,5,2023,0,96,0,1499,4,7,7,4,1,36450,1,0
35,8,5,5,5,47497,1,140,0,1968,4,5,10,1,1,31980,6,0
279,12,5,5,4,100000,1,103,0,1353,16,5,1,1,0,16980,6,0
35,8,2,5,5,25,1,150,0,1968,4,7,1,1,0,55490,1,-2
62,8,1,5,5,4140,1,240,0,0,10,5,1,1,1,86789,1,-2
608,13,5,5,4,70800,1,90,0,1496,3,7,1,1,0,19450,2,-1
27,12,5,5,4,170420,1,180,0,2967,3,4,2,1,0,13990,11,0
752,13,5,5,4,56850,0,85,1,1598,4,8,12,1,0,17780,3,0
301,8,5,5,5,91300,0,184,0,2987,4,4,1,1,1,26600,8,-1
460,3,5,4,2,89700,1,150,0,2143,4,4,1,1,1,18900,13,-2
684,8,2,5,5,25,1,81,0,999,26,7,12,1,2,26990,1,-2
269,8,5,7,5,135293,1,145,0,2199,4,4,12,1,1,22990,9,-1
753,12,5,5,5,18033,1,180,0,1395,20,7,12,1,0,27660,3,0
80,13,5,5,5,12000,1,140,0,1995,4,5,9,1,0,41910,2,0
35,8,5,5,4,93000,1,180,0,2967,3,4,1,3,1,25980,10,0
181,13,5,5,5,9950,1,180,0,1395,10,7,12,1,3,30980,2,-1
462,4,5,4,2,115000,1,180,0,1950,4,5,7,1,1,45900,5,0
242,13,5,5,2,123500,1,132,1,1968,4,5,1,1,5,13780,8,0
795,8,5,5,5,38250,0,110,0,1498,20,8,7,1,0,28480,3,0
80,13,5,5,4,177000,0,135,1,1995,3,5,12,4,0,12499,10,-1
101,4,5,4,2,67087,1,230,0,2993,3,5,1,1,1,33640,11,0
37,8,5,5,5,50,1,210,0,2967,4,5,1,1,1,94900,0,0
774,8,3,5,5,13,1,81,0,999,20,7,6,1,0,23990,1,0
307,12,5,5,5,89000,1,99,1,1591,25,5,9,5,0,13490,6,0
798,18,5,5,4,90555,1,103,0,1390,16,4,1,4,0,19990,8,0
752,12,5,5,5,97000,1,135,1,1968,4,5,7,1,0,17990,8,0
401,10,5,3,4,99877,1,140,0,2143,4,5,9,1,2,29740,4,0
307,12,5,5,5,64802,1,100,0,1598,3,7,12,4,0,19500,4,0
72,3,5,4,3,15908,1,135,0,1998,21,8,1,4,0,34990,2,-1
407,12,5,5,4,46000,1,70,0,1498,16,3,6,1,0,7499,18,-1
207,2,5,4,2,90000,1,51,1,1242,25,4,2,0,3,7280,11,-1
611,8,5,5,5,44100,1,96,1,1199,12,7,2,1,2,19680,1,0
209,3,2,4,3,15,1,51,1,999,25,7,9,1,0,17590,1,-2
608,13,5,5,4,49350,1,128,0,1995,3,7,12,1,3,27700,2,0
798,18,5,5,4,38897,1,81,1,1197,16,5,12,4,0,22490,6,0
185,13,3,7,4,0,0,74,1,999,13,7,10,1,0,23490,1,0
768,13,5,5,5,42105,0,140,0,1968,4,8,12,1,2,45790,4,0
32,8,5,5,5,19960,1,85,1,1968,4,7,7,1,0,28990,1,0
795,8,5,5,4,143245,1,103,1,1968,3,4,1,3,1,10750,15,0
440,12,5,5,4,96000,0,140,0,1991,11,7,12,1,3,33970,3,0
493,8,5,5,4,23000,1,165,0,1991,11,7,12,1,5,42990,3,0
743,14,5,4,4,48500,1,75,1,1968,4,5,2,1,2,26480,6,0
228,18,5,5,4,170030,1,120,0,1997,3,4,9,4,0,7490,12,0
179,8,4,5,5,15,1,110,0,1498,20,7,7,1,1,39990,1,0
245,8,5,5,5,4227,1,92,1,999,16,7,12,1,0,22480,1,0
594,10,5,3,5,10,0,121,1,2179,4,5,12,1,0,36950,1,0
598,13,5,5,5,20409,0,81,1,1199,26,7,9,1,0,18990,2,0
798,18,5,5,5,84993,1,85,0,1968,4,6,10,1,0,25930,3,0
70,18,5,5,5,89539,1,85,0,1496,4,7,1,1,0,18950,4,0
589,8,5,5,5,15000,1,116,0,1332,10,7,7,1,1,34698,1,0
27,12,5,5,4,171250,0,130,1,1968,3,4,7,1,3,14950,11,-1
32,8,5,5,4,32120,1,110,0,1498,25,7,1,1,1,32790,2,-1
29,4,5,4,4,67050,1,210,0,2967,3,8,12,1,1,54990,4,0
35,8,2,5,5,25,1,150,0,1968,4,7,1,1,0,55490,1,-2
179,8,4,5,5,5,1,287,0,2480,21,7,1,1,1,57470,0,-3
121,8,1,5,5,4800,1,250,0,2993,4,5,7,3,1,76989,1,0
697,8,3,5,5,10,1,110,0,1968,4,7,1,5,0,49660,1,0
802,2,5,4,4,52660,1,55,1,999,11,4,1,1,0,7900,10,-1
698,13,5,5,5,108250,1,110,0,1968,3,8,7,1,0,20890,4,0
462,13,5,5,5,28937,1,143,0,1950,4,7,1,1,2,49400,3,0
27,13,5,5,5,52000,1,150,0,1968,3,5,1,1,3,34300,4,0
425,13,5,5,4,112464,1,100,1,2143,3,4,7,1,0,14950,9,0
660,2,3,5,5,10,1,67,1,999,20,7,1,1,0,22497,1,0
560,18,5,5,4,48800,1,120,0,2143,4,5,12,5,0,40890,5,0
774,8,3,5,5,10,0,81,0,999,20,7,8,1,0,29440,1,0
310,8,3,5,5,15,1,150,0,1,10,5,7,1,1,48490,1,0
473,8,5,5,5,38164,1,300,0,1968,10,5,7,1,1,61885,2,0
179,8,5,5,5,108500,1,180,0,1395,10,5,1,1,1,34900,2,0
27,13,4,5,5,50,1,150,0,1968,3,5,12,1,3,59970,0,0
602,2,5,5,5,13929,1,74,0,1199,16,5,2,1,3,20207,1,0
355,12,1,5,5,1001,1,100,0,1499,27,7,1,1,0,29990,0,-3
241,8,5,5,4,3600,1,140,0,1995,3,7,1,1,5,35990,1,0
496,8,5,5,4,110985,1,150,0,2143,3,5,1,5,1,30499,4,-1
608,12,5,5,5,77800,1,147,0,1598,11,8,2,1,3,21860,5,-2
528,12,5,5,4,33060,1,243,0,2925,4,5,1,1,1,134900,2,-1
796,8,5,5,5,23552,1,147,0,1968,21,7,2,1,4,45740,1,0
768,13,5,5,4,116350,0,110,0,1968,4,8,7,1,5,22980,4,0
94,13,5,5,4,116700,1,180,0,1997,16,5,10,1,1,24880,7,0
33,8,5,5,4,123000,0,103,1,1968,3,5,10,5,2,13990,10,0
602,2,5,5,5,20943,1,74,1,1199,26,7,10,1,2,15490,3,0
71,3,5,4,2,45000,1,100,1,1499,11,5,12,1,1,25780,5,0
454,4,5,4,4,75443,1,320,0,2999,21,5,1,1,1,72670,3,0
264,13,5,5,5,87773,0,104,1,1798,16,4,10,1,0,11950,8,0
758,13,5,5,5,100000,0,110,1,1968,4,7,2,1,5,20970,3,0
657,8,3,5,5,10,0,103,0,1332,21,7,7,1,0,32987,1,0
118,8,5,5,4,56300,1,141,0,1998,11,8,7,1,1,29480,5,0
741,12,5,5,2,40776,1,73,1,1329,16,4,9,5,2,8350,11,0
684,8,5,5,5,18990,1,110,0,1498,20,7,9,1,0,25630,2,0
120,8,5,5,4,57800,1,140,0,1995,4,5,2,1,1,30880,6,0
95,12,5,5,4,43050,1,185,0,1998,11,6,1,1,1,34780,6,-1
33,8,5,5,4,85517,1,135,0,1968,3,5,1,1,5,26950,6,0
74,18,5,5,5,47788,0,165,0,1499,10,5,1,5,0,24590,4,-1
602,12,5,5,5,8140,1,74,1,1199,11,7,2,1,2,18980,1,0
468,12,5,5,4,211741,1,300,0,4663,20,4,4,1,0,17650,10,0
247,18,5,5,5,65900,0,140,0,1995,4,8,12,1,3,33470,4,0
328,8,5,5,4,35844,1,225,0,2993,3,5,7,1,1,53850,4,0
24,13,5,5,4,990,1,150,0,1968,3,5,7,1,0,45000,0,-3
485,8,5,5,5,25022,1,110,0,1950,4,7,1,1,2,39335,3,0
300,8,5,5,5,22496,1,103,0,2000,4,5,12,5,1,27950,4,-1
80,13,5,5,5,43532,1,140,0,1995,10,5,1,1,1,36890,3,0
697,8,2,7,5,8164,1,110,0,1500,21,7,7,1,3,43890,1,-2
80,13,5,5,4,57578,1,140,0,1995,3,6,7,1,3,30999,4,0
23,12,5,5,5,51300,1,110,0,1395,11,5,10,1,3,23480,7,0
496,4,5,5,4,97057,1,150,0,2143,4,5,12,1,1,39880,4,0
26,12,5,4,4,177740,1,180,1,2967,3,4,1,1,3,15300,10,-2
589,12,5,5,5,9000,0,116,0,1332,21,7,9,1,0,34990,1,0
684,8,5,5,5,34600,1,85,0,999,11,5,1,1,2,19240,5,0
754,12,5,5,5,34850,0,180,0,1984,20,6,9,1,0,26000,4,0
23,12,5,5,4,66964,1,110,0,1395,16,5,9,1,0,19970,6,-1
124,8,5,5,4,40220,1,250,0,2998,11,6,12,1,1,62000,4,0
185,13,3,5,4,0,0,74,1,999,13,7,1,1,0,21990,1,0
329,8,5,5,5,68383,1,132,0,1999,4,8,7,0,1,34700,4,0
796,8,5,7,5,14139,1,110,1,1498,20,7,2,1,0,37149,1,0
783,18,5,4,4,49900,0,150,0,1968,4,5,7,1,5,67690,4,0
80,13,5,5,5,175550,1,140,0,1995,4,8,1,1,3,24950,3,0
355,12,5,5,5,14990,1,100,0,1499,17,5,9,1,2,30685,1,0
202,4,5,2,2,7675,1,529,0,3902,27,5,1,1,1,329500,2,0
768,13,3,5,5,10,1,90,0,1968,3,7,7,1,0,36980,1,0
63,12,5,5,5,29000,1,85,1,1496,4,5,1,1,0,17420,6,0
795,8,3,5,5,10,1,110,0,1498,20,7,1,1,0,50990,1,0
33,8,5,5,4,11748,1,110,0,1498,21,7,1,1,3,41490,1,-2
23,12,5,5,3,147000,1,75,0,1595,20,3,10,1,0,6880,16,0
236,13,5,5,4,107521,0,110,0,1995,3,5,12,4,1,15999,3,-2
767,13,5,5,4,94000,1,140,0,1968,3,5,1,5,0,25590,4,0
236,13,5,5,4,118978,1,110,1,1596,16,4,9,1,0,10990,11,0
184,8,4,5,5,100,1,110,0,1332,21,7,7,1,0,24939,0,0
583,2,5,5,4,36000,1,66,1,1461,3,5,9,5,1,14990,5,0
697,8,5,7,5,59987,1,132,0,1984,20,5,12,1,1,35760,6,0
752,12,5,5,4,69000,1,221,0,1984,16,5,1,1,1,29990,8,0
27,13,5,5,4,119000,1,140,0,1968,3,5,1,1,0,10290,7,0
27,13,5,5,5,206000,0,150,0,2967,4,4,1,1,3,15970,10,-1
241,8,5,5,5,14455,1,110,1,1496,26,7,7,1,3,30950,2,-2
127,8,5,5,5,32000,1,460,0,4395,21,5,12,1,1,112820,3,0
670,12,3,5,5,10,1,160,0,0,10,5,7,1,0,51289,1,0
87,4,1,4,2,0,0,135,0,1998,21,7,12,2,0,51990,0,0
27,13,5,5,5,47700,1,170,0,2967,4,5,1,1,1,39770,4,0
491,8,5,5,5,5900,1,110,0,1950,4,7,1,1,2,59880,1,-2
819,4,5,2,3,16511,1,60,0,1968,10,5,12,1,0,11495,4,0
483,8,4,5,5,40,1,430,0,3982,20,5,2,1,1,249900,1,-2
743,1,3,5,5,10,0,81,1,1968,4,7,12,5,0,46765,1,0
97,13,5,5,4,90825,1,235,0,2993,3,6,12,1,1,39000,4,-1
687,12,5,5,4,118713,1,77,1,1197,16,5,7,1,3,8590,10,-1
617,18,5,5,5,79622,1,125,0,1598,11,5,10,1,2,19980,6,-1
95,12,5,5,4,48820,1,185,0,1998,10,5,1,1,1,35500,4,-1
188,2,3,5,4,0,0,74,1,999,13,7,10,1,0,20790,1,0
390,12,5,5,4,128000,1,77,1,1598,16,3,10,1,0,4997,17,0
226,19,4,9,4,10,0,96,1,1995,4,7,10,1,0,49950,0,0
26,12,5,5,5,22217,1,140,0,1984,20,5,1,1,1,34990,5,0
723,12,5,5,4,20000,1,350,0,1968,10,5,1,1,1,46999,3,0
794,8,3,5,5,8,0,70,1,999,20,7,7,1,0,25590,1,0
655,12,1,5,4,14900,1,440,0,1968,10,5,12,1,5,143900,0,0
420,12,5,5,4,80000,1,115,0,1991,16,5,1,1,2,16880,8,0
147,8,5,7,5,138740,1,135,0,2231,4,4,12,1,1,15790,10,-1
33,8,4,5,5,10,1,110,0,1498,26,7,12,1,0,44548,1,0
219,18,5,5,5,165000,0,74,1,1910,4,3,2,2,0,2900,18,0
329,8,5,7,5,84600,1,110,0,1999,4,5,12,1,0,26985,6,-1
752,12,5,5,5,52000,0,110,0,1968,4,7,1,1,5,23670,4,0
99,13,5,5,5,98358,1,294,0,2993,4,8,1,2,1,48940,4,1
