maker_model,body_type,type,seat,door,mileage,non_smoker_vehicle,power,gearbox,engine_size,fuel_type,emission_classe,colour,upholstery_colour,upholstery,price (€),car_age,inspection_interval
183,13,5,5,4,64000,1,96,1,1332,11,8,7,1,0,16980,4,-1
167,13,5,5,5,2,0,165,0,1598,21,7,12,1,1,44850,1,0
422,18,5,5,4,30000,1,160,0,1332,10,5,12,1,1,33880,3,0
796,8,5,5,5,50000,0,176,0,1968,4,8,1,0,1,37460,4,0
411,12,5,5,5,3607,1,120,1,1332,16,8,10,1,3,25950,5,0
279,12,5,5,5,65281,1,85,0,1598,4,5,1,4,0,16900,4,0
745,12,5,5,5,12974,1,147,0,1968,4,7,1,1,4,39944,1,0
124,8,5,5,4,205750,0,170,0,1995,3,5,1,1,0,27950,6,0
155,10,5,3,5,2033,0,132,0,1997,4,7,12,1,3,39440,0,0
237,18,5,7,5,99985,1,121,1,1498,16,8,12,1,0,23980,3,0
732,12,5,5,2,91340,1,85,1,1995,3,3,7,1,0,5450,18,0
26,4,5,4,5,90252,1,140,0,1968,4,8,12,1,0,32950,4,-1
775,8,5,5,5,10,1,110,0,1498,20,7,2,1,4,35990,0,0
32,8,5,5,5,29987,1,140,0,1984,21,5,7,1,0,25860,5,0
702,13,4,5,5,25,1,140,0,2000,21,7,2,1,0,37449,0,-3
117,8,5,5,4,38915,1,141,0,1998,11,8,1,4,0,28500,3,0
703,8,5,5,5,97000,1,81,0,1197,11,5,2,1,0,14890,7,0
702,13,5,5,5,116493,1,140,0,1968,4,5,7,1,1,22700,6,-1
646,4,5,4,2,6120,1,478,0,3745,29,5,7,4,1,255870,2,-1
758,13,5,5,5,6486,1,81,1,1000,21,7,10,1,0,25890,2,-1
585,8,5,5,4,155000,1,170,0,2993,3,4,4,1,1,22950,8,0
794,8,5,5,5,10,1,110,0,1498,20,7,7,1,0,31390,0,0
188,12,5,5,4,53664,1,66,1,898,16,5,7,1,0,10490,6,0
770,12,1,5,5,15,0,81,0,999,20,7,12,1,2,28790,0,0
125,8,5,5,4,73942,1,390,0,4395,11,6,7,1,1,81999,3,0
508,8,5,5,4,140000,0,335,0,4663,16,5,1,3,1,52999,7,0
795,8,5,5,4,73000,1,103,0,1968,3,4,1,1,5,15950,11,-1
228,18,5,5,4,222195,0,85,0,1997,3,4,12,1,0,5800,10,0
589,8,5,5,4,50000,1,85,1,1197,16,5,1,1,0,16499,5,0
651,8,5,5,4,143000,0,245,0,2995,11,4,1,1,1,31999,11,0
30,12,5,5,4,101500,1,210,0,2967,4,5,10,1,1,61890,4,-1
770,2,5,5,5,7274,1,70,1,999,21,7,2,1,0,21997,1,-2
651,8,5,4,5,37700,1,404,0,3996,16,5,12,1,1,124900,4,0
558,18,5,7,4,20,1,174,0,1950,4,7,12,1,1,91880,1,0
27,13,5,5,4,58000,1,150,0,1968,3,7,7,1,3,40990,2,0
783,18,5,4,4,49900,0,150,0,1968,4,5,7,1,5,67690,4,0
774,8,5,5,4,62000,1,110,0,1498,11,7,1,1,0,22490,2,0
745,13,2,5,5,7297,1,147,0,1968,4,7,10,1,5,43990,1,-2
155,10,3,3,5,9,0,121,1,2179,4,8,12,1,0,44850,1,0
241,8,5,5,5,34725,1,165,0,2488,20,7,2,1,3,31950,2,1
66,3,5,4,2,188550,0,160,1,2996,16,3,1,3,1,12950,15,-2
241,8,5,5,5,41715,1,165,0,2500,20,5,1,1,3,30890,2,1
802,12,3,4,5,0,0,61,0,0,10,5,12,1,0,31990,1,0
439,12,5,5,4,124000,1,115,0,1595,16,5,12,1,5,25980,6,0
814,8,5,5,5,95000,0,187,0,1969,11,5,12,1,2,38890,6,0
773,18,5,5,5,64000,0,130,0,1968,4,8,2,1,0,33960,4,0
331,8,5,5,5,219913,1,140,0,2179,4,4,6,0,1,15500,11,0
186,18,5,7,5,54244,0,75,1,1598,16,5,12,1,0,13950,5,0
33,8,5,5,4,19991,1,110,0,1498,16,7,10,1,0,39480,1,0
698,13,5,5,5,166900,1,81,1,1598,3,5,10,1,0,10700,6,-1
684,8,4,5,5,35,1,81,0,1000,21,5,9,1,0,27890,0,0
696,8,5,5,5,91000,1,110,0,1968,3,8,1,4,0,26900,4,-1
620,10,5,3,4,107300,0,130,1,1968,4,8,12,1,0,35950,3,0
32,8,4,5,5,35,1,110,0,1500,21,7,1,1,0,33890,0,-3
91,13,5,5,4,72627,1,140,0,1995,3,5,10,0,1,31999,5,0
251,18,5,3,4,144380,1,114,1,2198,3,4,7,4,0,24990,7,0
21,2,5,5,5,27000,1,81,1,999,16,5,6,1,0,22970,2,-1
401,9,5,2,2,221500,0,375,0,12809,4,5,12,1,4,106862,3,0
775,8,1,5,5,4900,1,110,0,1499,20,5,1,1,5,36980,0,0
598,13,5,5,5,191000,1,81,1,1598,3,5,10,1,0,6490,8,-1
410,12,5,5,5,146400,1,85,0,1461,4,8,10,1,1,19980,4,0
498,8,5,5,4,80000,1,190,0,2987,4,5,1,1,1,40880,4,0
480,8,3,5,4,79,1,243,0,2925,3,7,6,5,1,184999,1,0
775,8,5,5,4,26150,0,110,0,1498,20,7,7,1,4,29480,1,0
608,12,5,5,5,49981,1,128,1,1995,4,7,10,1,3,20960,2,0
752,13,5,5,5,168099,1,85,1,1598,4,5,1,1,5,11400,6,0
62,12,5,5,5,80000,1,140,0,1995,3,5,7,1,1,26900,7,0
768,13,5,5,5,10,1,90,0,1968,3,7,7,1,0,36980,0,0
125,8,5,5,4,64000,1,330,0,4395,16,5,4,1,1,46880,5,0
795,8,5,5,5,37675,1,176,0,1968,4,8,7,4,0,41550,3,0
696,8,5,5,5,11150,1,110,0,1968,4,7,12,1,0,36945,1,0
774,8,5,5,5,10,1,81,0,999,20,7,2,1,0,28440,0,0
430,12,5,5,4,50000,1,180,0,1991,16,5,10,1,3,26880,7,0
97,13,5,5,4,150000,1,235,0,2993,3,8,2,1,1,32499,4,-1
292,4,1,2,3,2500,1,221,0,1997,25,8,1,1,1,69950,0,-3
445,4,5,4,2,41642,1,142,1,2295,11,2,10,1,0,9890,26,0
137,8,3,5,5,0,0,230,0,0,10,5,2,5,0,56300,1,0
460,4,5,4,2,71147,1,155,0,1991,16,5,2,1,1,28880,6,0
95,12,5,5,4,79869,1,195,0,2993,4,5,7,1,1,40880,4,0
180,8,1,5,5,11898,1,287,0,2480,21,5,1,1,1,66590,1,0
23,12,5,5,5,44400,1,85,0,1598,4,8,10,1,2,19840,4,0
91,12,5,5,5,27435,1,140,0,1995,4,8,1,3,1,49990,2,-1
598,13,5,5,5,58212,0,90,0,1496,4,8,1,1,0,19490,3,0
616,18,5,3,4,69553,1,90,1,1997,3,5,7,5,3,24990,3,-1
598,13,5,5,5,10249,1,96,1,1199,20,7,1,1,0,21990,1,0
520,8,5,5,4,138563,1,120,0,2685,3,3,1,5,1,11950,20,0
607,8,5,5,5,70000,1,130,0,1997,4,8,9,1,1,21950,5,0
500,8,5,5,4,121000,1,270,0,2996,16,5,1,3,1,43999,6,-1
83,3,5,4,2,117205,1,170,0,2993,3,3,1,0,1,15990,15,0
752,12,5,5,5,33,1,85,1,1968,4,8,1,1,0,30690,1,0
457,13,5,5,4,44843,1,143,0,1950,3,5,1,1,3,34990,6,0
416,4,5,2,2,27000,1,384,0,3982,16,5,7,5,2,114990,5,0
91,12,5,5,5,17408,1,140,0,1995,4,8,1,3,1,51490,2,-1
499,8,5,5,5,8870,1,243,0,2925,4,5,7,1,3,62980,3,-1
685,8,5,5,5,53550,0,110,0,1498,20,8,1,1,2,25777,4,-1
511,4,5,5,5,68161,1,410,0,5461,20,8,1,1,1,72950,4,0
483,8,4,5,5,45,1,430,0,3925,20,5,1,1,1,409900,1,-2
300,8,5,5,4,101380,0,125,0,1956,3,5,12,1,1,20099,5,0
464,3,5,4,2,65131,1,215,0,3498,20,4,1,1,1,27490,13,0
607,8,5,5,5,126000,1,130,0,1997,3,8,12,1,1,20890,5,0
345,2,3,2,2,10,1,6,0,480,3,4,2,1,3,18277,1,0
197,4,5,4,2,84788,1,507,0,6262,20,5,9,1,1,199900,6,-1
406,12,5,5,4,43823,1,60,0,1598,16,3,10,1,0,6750,19,0
560,18,5,5,4,269542,1,165,0,2987,3,4,1,1,0,16950,13,-1
736,18,5,3,4,37200,1,75,1,1499,4,8,12,1,0,20148,3,0
24,12,5,5,5,246685,1,105,0,1968,4,4,1,4,0,9999,11,-2
527,12,5,5,4,66312,1,190,0,2987,4,5,1,1,1,42780,8,0
91,13,5,5,5,47166,1,140,0,1995,4,8,10,1,1,33900,5,0
248,18,5,5,5,43987,1,74,1,1499,4,8,1,1,2,20980,4,-1
432,12,5,5,4,133502,1,245,0,2996,16,8,2,1,1,33880,4,0
795,8,5,5,5,39989,1,140,0,1984,26,8,12,1,0,27900,4,0
317,8,3,5,5,1,1,194,0,1598,10,7,7,1,1,50507,1,0
752,12,5,5,5,14550,0,221,0,1984,20,7,12,1,4,38798,1,0
710,8,5,5,5,112613,1,110,0,1995,20,4,1,1,0,9980,9,0
611,8,5,5,5,6495,1,96,1,1199,16,7,6,1,0,20980,2,-1
157,18,5,5,5,94662,0,96,0,1499,4,8,7,1,0,24450,5,0
794,8,3,5,5,10,0,110,0,1498,20,7,7,1,0,30990,1,0
98,12,5,5,4,14167,1,290,0,2998,10,6,12,1,1,65000,1,-2
688,13,3,5,5,0,1,96,1,1498,21,5,12,1,0,30590,1,0
113,12,1,5,4,25250,1,460,0,4395,20,7,1,1,1,119989,1,-2
795,8,5,5,5,49733,1,110,1,1968,21,8,7,1,1,30730,4,0
651,8,5,5,4,99977,1,283,0,4134,4,5,1,1,1,51840,5,0
241,8,5,5,5,40067,1,165,0,2500,21,8,7,1,0,30890,2,1
188,2,3,5,4,0,0,74,1,999,13,7,1,1,0,19490,1,0
95,13,5,5,5,19300,1,210,0,2993,4,5,1,0,2,53785,2,0
499,8,5,5,5,126713,1,243,0,2925,3,5,1,1,5,46670,4,-1
665,8,3,5,4,44225,0,103,1,1332,16,7,12,1,0,26290,1,0
91,12,5,5,4,89709,1,140,0,1995,4,8,1,1,3,37900,4,0
565,8,5,5,5,22531,0,86,1,1590,16,5,7,1,0,14450,7,0
426,13,5,5,4,95674,1,125,0,2143,4,5,12,1,1,26380,5,0
678,12,5,5,4,4465,1,535,0,6075,11,5,1,3,1,700000,1,-2
88,3,2,4,2,10970,0,180,0,1998,16,5,1,3,1,57590,1,-2
55,8,5,7,4,80000,1,320,0,3956,3,5,1,1,1,69990,4,0
142,12,5,5,4,72178,1,203,0,1998,20,4,1,1,1,21990,8,0
29,12,5,4,5,160000,1,240,0,2967,4,5,7,1,1,31900,6,0
276,8,5,5,5,85367,1,97,1,1591,20,5,4,4,0,16990,6,-1
422,12,5,5,5,17035,1,118,0,1332,10,7,1,1,2,34845,2,0
688,13,5,5,5,83719,1,110,0,1498,20,8,12,1,0,21850,4,0
497,8,5,5,5,15800,0,180,0,1950,4,7,7,1,1,58570,2,-1
594,10,4,3,2,10,0,103,1,2179,4,7,12,1,0,35850,1,0
608,13,5,5,5,72000,1,128,0,1995,4,7,10,1,3,20380,2,0
119,8,5,5,5,34987,1,140,0,1995,4,5,7,1,5,31400,5,0
27,13,5,5,5,61000,0,180,0,1984,20,7,1,1,3,41800,3,0
465,13,5,5,5,95415,1,250,0,2925,4,8,10,3,3,40900,4,0
214,18,5,5,4,80000,1,66,0,1598,3,4,9,1,0,5890,11,-1
617,13,5,7,4,176600,1,103,1,1364,13,5,0,1,1,10690,5,0
236,13,5,5,5,69985,1,70,1,1499,4,7,1,1,0,16950,2,0
655,12,3,5,5,0,1,350,0,1968,10,5,1,1,3,120900,1,0
294,12,5,5,4,51329,1,221,0,1997,17,8,7,5,1,34890,3,0
194,18,5,7,4,5600,1,211,0,3604,11,5,9,1,1,26899,3,0
558,18,1,6,5,5000,1,174,0,1950,4,5,10,1,1,85657,1,0
32,8,2,5,5,7848,1,110,0,1500,21,7,1,1,0,31890,1,-2
246,8,2,5,4,25,1,156,0,2000,4,8,1,1,1,53490,1,-1
669,13,5,5,5,29145,0,103,0,1333,16,8,1,1,0,19450,3,0
608,12,5,5,4,70300,1,103,1,1490,18,8,7,1,0,17990,4,0
120,8,5,5,4,51500,1,185,0,1998,11,7,1,1,1,40497,5,0
307,12,5,5,5,64802,1,100,0,1598,3,7,12,4,0,19500,4,0
214,13,4,5,6,400,1,74,1,1598,4,7,7,1,0,24950,1,0
196,8,3,5,4,44225,0,295,0,5654,13,5,1,1,1,95990,1,0
701,12,5,5,4,60000,1,110,0,1498,16,8,12,1,0,19999,4,-1
591,18,3,5,5,15,1,96,1,1333,25,7,7,1,3,28490,1,0
95,13,5,5,4,102664,1,195,0,2993,3,6,1,1,5,37999,4,-1
236,13,5,5,4,59500,1,110,0,1496,16,8,7,1,0,21290,4,0
589,8,4,5,5,15,1,103,1,1332,25,7,1,1,0,31450,0,-3
83,12,5,5,5,108700,1,190,0,2993,4,5,10,1,0,23985,7,-1
26,12,5,5,5,79500,1,140,0,1968,4,5,1,1,0,27985,5,0
740,9,5,5,4,133500,1,73,0,1329,16,4,7,1,0,10900,10,0
601,18,5,5,5,2,0,96,1,1499,4,7,7,1,0,30850,0,0
294,12,3,5,4,10,1,184,0,1997,26,7,7,1,1,59306,1,0
607,8,5,5,5,60195,1,130,0,1997,4,8,1,1,1,26950,4,0
688,12,5,5,5,45000,1,96,1,1498,25,8,1,1,3,20890,3,-2
252,18,5,7,5,89600,1,74,1,1499,4,5,9,1,2,18860,5,0
87,3,5,4,3,99900,1,140,0,1995,3,5,12,1,1,25490,7,0
425,13,5,5,5,49800,1,118,0,1597,4,8,1,1,1,27985,4,-1
608,13,5,5,4,70800,1,90,0,1496,3,7,1,1,0,19450,2,-1
665,8,5,5,4,15847,1,85,0,1461,3,7,1,1,3,27990,1,-2
802,2,5,4,4,15650,0,44,1,999,20,8,10,4,0,12980,3,0
373,12,3,4,3,0,0,135,0,0,10,5,10,5,3,34549,1,0
796,8,5,5,5,82900,0,110,0,1968,4,5,12,1,0,26770,5,0
698,13,5,5,5,61505,1,85,1,1598,4,5,0,1,0,15950,6,0
604,8,5,5,5,523,0,81,1,1199,26,7,1,1,3,25750,0,0
425,13,5,5,5,108600,1,118,0,1597,3,8,7,1,1,25500,4,0
97,13,5,5,5,107291,1,235,0,2993,4,5,2,0,1,34900,5,0
743,10,1,2,5,4900,0,75,1,1968,4,7,12,5,0,30980,1,-1
117,8,3,5,5,0,0,110,0,1995,4,7,10,5,0,46990,1,0
124,8,5,5,4,40477,1,195,0,2993,3,6,1,1,1,77499,3,0
602,12,5,5,4,40078,1,63,0,1229,16,4,10,5,0,8290,11,0
457,13,5,5,4,34000,1,143,0,1950,3,7,1,3,1,56890,1,0
223,18,4,3,4,10,1,106,1,1997,4,5,12,1,0,34950,1,0
610,2,5,5,4,174800,0,77,1,1598,11,3,10,1,0,2685,17,0
420,18,5,5,5,95861,1,100,0,2143,4,5,2,1,3,19950,5,0
696,8,5,5,5,12560,1,110,0,1968,4,5,1,1,0,36980,1,0
496,8,5,5,4,64154,1,155,0,1991,16,8,1,1,1,35880,4,0
650,3,5,2,2,49800,1,268,0,2497,16,5,1,1,5,77650,5,0
188,2,3,5,4,0,0,74,1,999,13,7,12,1,0,18990,1,0
95,12,5,5,4,183000,1,190,1,2993,3,4,1,1,0,14999,11,-1
185,13,3,5,4,0,0,74,1,999,13,7,1,1,0,20990,1,0
401,0,5,3,5,185246,0,120,1,2143,4,5,12,1,0,36771,4,0
64,12,5,5,4,166700,1,105,1,1995,3,4,1,1,0,10780,11,0
696,8,5,5,5,67849,0,85,1,1598,4,5,6,1,0,19450,4,0
743,10,3,5,5,10,0,150,0,1968,10,5,12,5,0,55525,1,0
401,9,5,3,5,25309,0,125,1,1950,4,5,12,1,0,47481,2,0
581,8,5,5,5,23900,0,83,1,1598,25,8,12,1,0,13790,4,0
606,8,5,5,5,4377,0,96,0,1199,26,7,1,1,1,36850,1,0
77,4,5,4,2,17000,1,275,0,2998,10,7,1,1,5,56997,1,-2
89,4,5,4,2,160000,1,230,0,2993,3,5,1,1,1,23350,9,0
802,2,5,4,5,85800,1,44,1,999,25,5,12,4,0,8990,6,0
30,12,5,5,4,97200,1,283,0,4134,4,5,1,1,1,39880,9,0
795,8,5,5,4,101000,1,147,1,1984,11,3,1,1,0,10800,14,-1
24,12,5,5,5,21352,1,110,1,1984,20,8,7,4,0,27490,4,0
422,12,5,5,5,11012,1,118,0,1332,10,7,12,1,2,35835,2,0
668,18,4,3,4,500,1,107,1,2299,3,5,12,1,0,46490,0,0
774,8,5,5,5,4700,0,81,1,999,20,7,10,1,2,23890,2,0
27,12,5,5,4,29000,1,180,0,1984,11,8,1,1,0,36990,3,0
242,13,5,5,5,15610,1,110,0,1997,4,7,7,1,5,35980,2,1
189,2,3,4,5,10,1,33,0,0,10,5,1,1,0,22662,1,0
757,18,5,5,4,27364,1,92,1,1395,11,5,10,1,5,16790,8,0
438,4,5,5,4,17392,1,90,1,1595,17,8,12,1,2,24845,5,0
24,12,5,5,4,173000,1,140,0,1968,3,5,1,1,0,18990,5,0
83,13,5,5,4,16565,1,215,0,1998,10,6,12,1,1,49999,1,0
426,13,5,5,5,70400,1,143,0,1950,3,8,7,1,0,27950,4,0
456,4,5,4,2,17000,1,145,0,1991,20,5,12,1,1,51890,2,0
702,13,5,5,4,121000,0,140,0,1968,3,5,7,0,5,19390,7,0
217,18,5,7,5,99980,1,125,0,1956,4,4,1,1,1,15990,11,-2
607,8,2,5,5,13894,1,96,0,1199,25,7,10,1,1,38990,1,0
65,12,2,5,5,20417,0,131,0,1998,21,7,1,1,1,33790,1,0
491,8,1,5,5,4933,1,120,0,1332,17,7,12,1,2,44685,0,0
504,8,1,5,5,9582,1,143,0,1950,10,7,7,1,2,82295,1,0
317,8,5,5,5,151860,1,136,0,1995,4,5,9,1,1,17950,7,0
138,8,3,5,5,0,0,210,0,1968,10,5,12,5,1,76400,1,0
812,13,5,5,5,108635,1,173,0,1969,4,5,12,1,1,34380,5,0
421,12,5,5,4,36870,1,135,0,1991,18,8,7,1,0,26890,6,-1
440,13,5,5,4,50000,1,140,0,1950,3,7,12,1,5,36990,2,0
774,8,5,5,5,13500,1,110,0,1498,20,7,7,1,0,26990,1,-2
26,4,2,4,2,7845,1,110,0,1984,16,5,6,1,1,48921,1,0
413,12,5,5,5,16560,1,165,0,1991,16,5,1,1,2,30835,4,0
612,8,5,5,5,45312,0,112,0,1399,25,5,9,1,0,18980,5,0
401,9,5,5,5,255149,0,95,1,2143,4,4,12,1,0,23681,7,0
819,2,5,2,2,121000,0,45,0,999,11,4,9,1,0,3999,11,0
179,8,5,5,5,6290,1,110,0,1498,20,7,7,1,3,30980,2,-1
401,19,5,3,5,92000,0,105,1,2143,3,5,12,1,0,23999,6,0
798,18,5,7,5,73000,0,140,0,1968,4,8,7,1,5,33970,4,0
51,4,5,4,4,225000,1,309,0,3993,16,4,2,1,1,22500,9,0
752,13,5,5,5,47600,1,96,1,1498,16,8,12,1,0,20380,3,-1
120,8,5,5,4,65344,1,195,0,2993,3,6,1,1,1,39999,4,0
26,12,5,5,5,30408,1,210,0,2967,4,5,2,1,1,56970,1,0
748,12,3,2,4,0,0,75,1,1968,4,7,12,1,0,34990,1,0
492,8,5,5,4,65000,1,140,0,1950,3,7,12,1,3,37990,2,0
774,8,5,5,5,2812,1,110,0,1498,20,7,1,1,0,26440,1,0
464,13,5,5,4,81000,1,190,0,2987,4,5,7,1,3,35880,5,0
560,17,5,6,5,152205,0,120,0,2143,4,5,10,1,0,32011,5,0
775,8,5,5,5,10,1,110,0,1498,20,7,1,1,0,29980,0,0
128,8,5,7,4,4200,1,250,0,2993,3,6,1,1,1,155000,0,-3
26,3,5,4,3,82576,1,125,0,1798,20,5,9,1,1,19750,10,0
674,17,3,3,4,0,1,125,1,1997,4,7,12,1,0,42997,1,0
83,13,5,5,5,64330,1,190,0,2993,4,5,12,1,1,34900,4,0
24,13,5,5,4,260000,1,176,0,2967,3,4,12,1,0,7900,13,-1
547,3,5,2,2,45600,1,120,1,1796,11,3,1,1,1,15480,18,0
186,18,5,7,4,195000,1,79,1,1461,3,4,7,1,0,5290,11,-1
697,8,5,5,5,97500,1,110,0,1968,4,5,12,1,0,26480,6,0
23,13,5,5,5,104133,1,110,1,1968,4,5,1,1,5,21400,7,0
752,12,5,5,5,3600,1,110,0,1498,20,7,12,1,0,40490,1,0
730,12,5,4,5,57200,1,53,1,998,25,5,12,5,0,8990,3,0
497,4,5,5,5,56409,1,155,0,1991,10,7,7,1,2,55485,3,0
24,13,5,5,5,92864,0,140,0,1968,4,8,4,4,5,24400,4,0
26,3,5,4,2,37500,1,140,0,1984,11,8,1,1,1,33540,4,0
355,13,5,5,4,150000,1,80,1,1560,3,4,1,1,0,9990,13,-1
608,13,5,5,5,82873,1,125,0,1956,4,8,7,1,2,19680,5,0
774,8,5,5,5,13892,1,81,0,999,21,7,7,1,0,25497,1,0
602,2,3,5,4,5,0,55,1,1196,25,7,12,1,3,19880,1,0
752,12,5,5,5,31602,1,180,1,1984,20,5,9,1,0,27750,4,0
660,2,5,5,5,21356,0,54,1,1149,16,5,12,1,0,10950,5,0
350,10,4,3,5,100,0,103,1,1968,4,7,12,1,0,49848,1,0
774,8,3,5,5,10,0,81,0,999,20,7,1,1,0,29440,1,0
775,8,5,5,5,68000,1,110,0,1968,3,5,7,1,0,24397,5,0
137,8,3,5,5,0,1,230,0,0,10,5,1,5,0,67800,1,0
602,12,5,5,5,1,0,55,1,1199,25,7,1,1,0,17850,0,0
656,10,3,3,5,20,0,110,1,1997,3,7,12,1,0,38490,1,0
91,13,5,5,5,64939,1,140,0,1995,4,8,1,1,3,34900,4,0
430,12,1,5,4,4900,1,190,0,1999,17,7,1,1,2,55495,1,0
347,4,5,2,2,500,0,298,0,3456,20,7,7,1,5,117970,0,0
745,4,5,5,4,24950,0,147,0,1968,4,7,1,1,4,38990,1,0
594,16,3,3,2,0,1,103,1,2200,4,5,12,1,0,47588,1,0
333,8,3,5,5,10,1,184,0,1997,26,7,12,0,1,85099,1,0
344,8,4,5,5,50,1,135,0,1998,10,8,10,1,0,38290,1,0
651,8,5,4,5,21585,1,250,0,2995,10,5,12,1,3,104890,2,0
702,13,3,5,5,0,0,147,0,1968,4,7,7,1,3,56990,1,0
713,8,5,5,4,96862,1,95,1,1870,3,4,7,1,0,16990,9,0
410,12,1,5,5,8935,1,100,0,1332,17,7,1,1,1,33885,1,0
456,12,5,5,4,45620,1,135,0,1991,16,8,1,1,1,36480,5,0
752,12,5,5,5,23,1,96,1,1498,20,5,1,1,0,29499,1,0
698,13,5,5,5,63436,1,110,0,1968,4,8,1,1,0,25880,3,0
608,13,5,5,5,127978,1,125,0,1956,4,8,12,1,1,22250,4,0
743,14,5,9,4,90000,1,62,1,1968,4,5,12,1,2,23880,5,0
23,12,5,5,5,87539,1,85,1,1598,4,5,10,3,3,17366,5,0
611,8,5,5,5,3722,1,96,1,1199,16,7,6,1,0,23980,1,-2
87,4,5,5,5,90800,1,140,0,1995,3,5,1,1,3,23490,7,-1
179,8,5,5,5,35,1,110,0,1498,26,7,7,1,3,35190,1,-2
125,8,5,5,4,115000,1,280,0,2993,3,6,12,1,1,51997,5,0
26,3,5,4,2,10886,1,150,0,1968,4,7,1,1,1,48879,2,0
124,8,5,5,4,78471,1,230,0,2993,3,6,12,3,1,49499,5,0
456,13,5,5,5,50583,1,118,0,1597,4,8,10,1,3,31950,4,0
10,13,5,5,4,176701,1,257,0,2993,3,5,1,1,1,29888,8,0
226,19,4,9,4,10,0,96,1,1995,4,7,10,1,0,49950,0,0
773,18,4,5,5,25,1,110,0,1400,21,7,4,4,3,46890,1,-2
394,8,5,5,4,66595,0,88,1,1998,18,5,12,1,4,13300,7,0
124,8,5,5,4,106307,1,290,0,2998,10,6,1,0,1,71499,3,-2
774,8,5,5,5,26105,1,81,0,1000,21,7,1,1,0,23890,2,-1
24,13,5,5,5,56186,1,140,0,1968,4,8,7,1,5,39770,3,0
330,8,5,5,5,50240,1,386,0,4999,26,8,7,5,1,97840,4,0
83,13,5,5,4,50000,1,190,0,2993,4,5,7,1,2,27680,5,0
27,12,5,5,4,99900,0,210,0,2967,4,7,4,4,5,45970,5,0
27,12,5,5,4,99000,0,210,0,2967,4,8,12,1,1,39800,5,0
133,12,5,4,2,3800,0,75,0,1968,10,5,2,4,0,32900,1,-2
758,13,5,5,5,4758,1,96,1,1498,20,5,2,1,0,27440,1,0
290,8,1,5,5,5890,1,227,0,1498,10,7,7,1,1,59950,1,-2
133,12,5,4,3,11000,1,125,0,0,10,5,12,4,0,34489,2,-1
430,13,5,5,5,39700,0,235,0,1991,10,7,10,1,3,38560,3,0
182,8,2,5,5,8271,1,96,0,1499,4,7,12,1,5,33890,1,-2
528,12,5,5,4,33715,1,250,0,2925,4,5,1,1,1,70780,5,0
797,8,5,5,4,38000,1,170,0,2967,3,8,7,1,1,58980,3,0
428,13,5,5,4,50195,1,155,0,1991,16,5,7,1,1,31950,5,0
103,12,5,5,4,78987,1,195,0,2993,3,6,1,1,1,49499,4,-1
127,8,5,5,4,76326,1,280,0,2993,3,5,1,1,1,55950,5,0
462,13,5,5,5,61119,1,143,0,1950,10,8,1,1,0,34700,4,-1
631,13,5,5,5,160939,1,96,1,1499,4,8,2,1,0,10950,4,0
401,0,5,5,5,160138,0,100,1,2143,4,4,12,1,0,19873,7,1
236,13,5,5,5,43079,1,92,0,998,21,7,12,4,0,18900,4,-1
162,13,5,5,4,107408,1,88,1,1598,16,4,4,1,3,8950,12,0
716,12,5,5,5,10013,1,95,1,1373,20,7,1,1,0,23370,1,-2
299,8,5,5,4,137000,1,125,0,1956,3,4,1,1,1,17499,8,0
236,13,5,5,5,94500,1,110,0,1995,3,8,1,1,0,21890,3,0
629,8,5,5,5,74507,1,96,0,1199,17,7,1,1,3,24980,2,0
27,13,5,5,4,115050,1,170,0,2967,3,8,7,1,5,38990,3,0
770,12,1,5,5,9000,0,152,0,1984,20,5,1,1,2,27790,1,0
189,2,5,4,5,5,1,33,0,1968,10,5,1,1,1,16970,1,-2
104,12,5,5,4,15000,1,250,0,2993,3,7,1,1,1,77997,1,-2
438,13,5,5,5,76601,1,90,0,1595,18,5,9,1,3,22970,7,-1
775,8,5,5,4,25650,0,81,1,999,20,7,7,1,0,23450,1,0
331,8,2,5,5,5066,1,147,0,1997,21,7,1,1,1,54990,1,-2
465,13,5,5,5,78254,1,250,0,2925,4,8,12,1,3,46845,4,0
553,9,5,3,4,97050,1,120,0,2143,3,5,12,1,0,35688,3,0
794,9,3,5,5,9,0,70,1,999,20,5,10,1,0,24795,1,0
424,4,5,4,2,92000,1,115,0,1595,11,5,1,1,5,26490,8,0
83,12,5,5,4,52660,1,135,0,1998,20,8,7,1,1,41500,3,0
794,4,3,5,4,10,1,81,1,999,20,5,10,4,2,31125,1,0
760,12,5,4,4,30650,0,150,0,1968,10,7,7,4,0,35888,3,0
816,8,5,7,5,49987,1,173,0,1969,10,5,7,1,1,53780,4,0
633,13,5,5,5,102300,1,110,1,1997,4,5,1,1,1,15498,7,0
682,18,5,7,4,94100,1,135,0,1968,4,5,1,1,1,29880,6,0
97,12,5,5,4,60000,1,235,0,2993,4,8,2,1,1,45880,5,0
528,12,5,5,4,107049,1,250,0,2925,4,5,10,1,1,58880,6,0
607,8,5,5,5,30927,1,96,0,1199,16,7,7,1,3,22985,2,0
368,2,5,4,2,170160,1,105,1,1995,3,4,8,1,3,8900,12,-1
611,8,5,5,5,6881,1,96,1,1199,16,7,12,1,0,22880,2,-1
422,12,5,5,5,20747,1,118,0,1332,10,7,1,1,2,34845,2,0
